accession,name,url,organism_name,infraspecific_name,asm_name
GCA_023338065.1,GCA_023338065.1 Phytopythium montanum strain=CBS 111349 ASM2333806v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/065/GCA_023338065.1_ASM2333806v1,Phytopythium montanum,strain=CBS 111349,ASM2333806v1
GCA_036940005.1,GCA_036940005.1 Skeletonema menzelii strain=AJA215-34 ASM3694000v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/005/GCA_036940005.1_ASM3694000v1,Skeletonema menzelii,strain=AJA215-34,ASM3694000v1
GCA_036939435.1,GCA_036939435.1 Stephanodiscus minutulus strain=AJA356-17 ASM3693943v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/435/GCA_036939435.1_ASM3693943v1,Stephanodiscus minutulus,strain=AJA356-17,ASM3693943v1
GCA_023333795.1,GCA_023333795.1 Globisporangium rhizosaccharum strain=CBS 112356 ASM2333379v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/795/GCA_023333795.1_ASM2333379v1,Globisporangium rhizosaccharum,strain=CBS 112356,ASM2333379v1
GCA_026184515.1,GCA_026184515.1 Peronosclerospora sorghi PsorP6_UCD_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/184/515/GCA_026184515.1_PsorP6_UCD_v1,Peronosclerospora sorghi,na,PsorP6_UCD_v1
GCA_023334175.1,GCA_023334175.1 Globisporangium debaryanum strain=CBS 752.96 ASM2333417v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/175/GCA_023334175.1_ASM2333417v1,Globisporangium debaryanum,strain=CBS 752.96,ASM2333417v1
GCA_032273165.1,GCA_032273165.1 Chlorellidium tetrabotrys ASM3227316v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/273/165/GCA_032273165.1_ASM3227316v1,Chlorellidium tetrabotrys,na,ASM3227316v1
GCA_023333705.1,GCA_023333705.1 Globisporangium viniferum strain=CBS 119168 ASM2333370v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/705/GCA_023333705.1_ASM2333370v1,Globisporangium viniferum,strain=CBS 119168,ASM2333370v1
GCA_036939915.1,GCA_036939915.1 Discostella pseudostelligera strain=AJA232-27 ASM3693991v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/915/GCA_036939915.1_ASM3693991v1,Discostella pseudostelligera,strain=AJA232-27,ASM3693991v1
GCA_036940085.1,GCA_036940085.1 Discostella pseudostelligera strain=AJA075-4 ASM3694008v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/085/GCA_036940085.1_ASM3694008v1,Discostella pseudostelligera,strain=AJA075-4,ASM3694008v1
GCA_036939775.1,GCA_036939775.1 Skeletonema grethae strain=AJA274-08 ASM3693977v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/775/GCA_036939775.1_ASM3693977v1,Skeletonema grethae,strain=AJA274-08,ASM3693977v1
GCA_036939515.1,GCA_036939515.1 Skeletonema dohrnii strain=AJA304-46 ASM3693951v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/515/GCA_036939515.1_ASM3693951v1,Skeletonema dohrnii,strain=AJA304-46,ASM3693951v1
GCA_030871285.1,GCA_030871285.1 Skeletonema marinoi strain=R05AC GU_Smar_1.1.8,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/871/285/GCA_030871285.1_GU_Smar_1.1.8,Skeletonema marinoi,strain=R05AC,GU_Smar_1.1.8
GCA_030544225.1,GCA_030544225.1 Skeletonema marinoi strain=CNS00100 ASM3054422v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/544/225/GCA_030544225.1_ASM3054422v1,Skeletonema marinoi,strain=CNS00100,ASM3054422v1
GCA_037178625.1,GCA_037178625.1 Skeletonema tropicum strain=CNS00166 ASM3717862v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/178/625/GCA_037178625.1_ASM3717862v1,Skeletonema tropicum,strain=CNS00166,ASM3717862v1
GCA_036939475.1,GCA_036939475.1 Skeletonema tropicum strain=AJA358-04 ASM3693947v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/475/GCA_036939475.1_ASM3693947v1,Skeletonema tropicum,strain=AJA358-04,ASM3693947v1
GCA_037039875.1,GCA_037039875.1 Miamiensis avidus strain=SCU-MA1 ASM3703987v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/875/GCA_037039875.1_ASM3703987v1,Miamiensis avidus,strain=SCU-MA1,ASM3703987v1
GCA_037039885.1,GCA_037039885.1 Miamiensis avidus strain=SCU-MA2 ASM3703988v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/039/885/GCA_037039885.1_ASM3703988v1,Miamiensis avidus,strain=SCU-MA2,ASM3703988v1
GCA_023337575.1,GCA_023337575.1 Pythium chondricola strain=CBS 203.85 ASM2333757v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/575/GCA_023337575.1_ASM2333757v1,Pythium chondricola,strain=CBS 203.85,ASM2333757v1
GCA_023337915.1,GCA_023337915.1 Pythium angustatum strain=CBS 522.74 ASM2333791v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/915/GCA_023337915.1_ASM2333791v1,Pythium angustatum,strain=CBS 522.74,ASM2333791v1
GCA_023337875.1,GCA_023337875.1 Pythium apleroticum strain=CBS 772.81 ASM2333787v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/875/GCA_023337875.1_ASM2333787v1,Pythium apleroticum,strain=CBS 772.81,ASM2333787v1
GCA_023335905.1,GCA_023335905.1 Pythium pyrilobum strain=CBS 158.64 ASM2333590v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/905/GCA_023335905.1_ASM2333590v1,Pythium pyrilobum,strain=CBS 158.64,ASM2333590v1
GCA_023337935.1,GCA_023337935.1 Elongisporangium anandrum strain=CBS 285.31 ASM2333793v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/935/GCA_023337935.1_ASM2333793v1,Elongisporangium anandrum,strain=CBS 285.31,ASM2333793v1
GCA_023336425.1,GCA_023336425.1 Phytopythium cucurbitacearum (nom. inval.) strain=CBS 748.96 ASM2333642v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/425/GCA_023336425.1_ASM2333642v1,Phytopythium cucurbitacearum (nom. inval.),strain=CBS 748.96,ASM2333642v1
GCA_023337905.1,GCA_023337905.1 Pythium amasculinum strain=CBS 552.88 ASM2333790v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/905/GCA_023337905.1_ASM2333790v1,Pythium amasculinum,strain=CBS 552.88,ASM2333790v1
GCA_023336295.1,GCA_023336295.1 Pythium folliculosum strain=CBS 220.94 ASM2333629v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/295/GCA_023336295.1_ASM2333629v1,Pythium folliculosum,strain=CBS 220.94,ASM2333629v1
GCA_023335855.1,GCA_023335855.1 Pythium scleroteichum strain=CBS 294.37 ASM2333585v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/855/GCA_023335855.1_ASM2333585v1,Pythium scleroteichum,strain=CBS 294.37,ASM2333585v1
GCA_023336445.1,GCA_023336445.1 Pythium dissimile strain=CBS 155.64 ASM2333644v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/445/GCA_023336445.1_ASM2333644v1,Pythium dissimile,strain=CBS 155.64,ASM2333644v1
GCA_023336035.1,GCA_023336035.1 Pythium plurisporium strain=CBS 100530 ASM2333603v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/336/035/GCA_023336035.1_ASM2333603v1,Pythium plurisporium,strain=CBS 100530,ASM2333603v1
GCA_023333825.1,GCA_023333825.1 Globisporangium radiosum strain=CBS 217.94 ASM2333382v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/825/GCA_023333825.1_ASM2333382v1,Globisporangium radiosum,strain=CBS 217.94,ASM2333382v1
GCA_023333885.1,GCA_023333885.1 Globisporangium parvum strain=CBS 225.88 ASM2333388v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/333/885/GCA_023333885.1_ASM2333388v1,Globisporangium parvum,strain=CBS 225.88,ASM2333388v1
GCA_023335995.1,GCA_023335995.1 Globisporangium nagaii strain=CBS 779.96 ASM2333599v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/995/GCA_023335995.1_ASM2333599v1,Globisporangium nagaii,strain=CBS 779.96,ASM2333599v1
GCA_036939835.1,GCA_036939835.1 Thalassiosira delicatula strain=AJA262-20 ASM3693983v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/835/GCA_036939835.1_ASM3693983v1,Thalassiosira delicatula,strain=AJA262-20,ASM3693983v1
GCA_036939285.1,GCA_036939285.1 Thalassiosira delicatula strain=RCC2560 ASM3693928v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/285/GCA_036939285.1_ASM3693928v1,Thalassiosira delicatula,strain=RCC2560,ASM3693928v1
GCA_023334215.1,GCA_023334215.1 Globisporangium cystogenes strain=CBS 675.85 ASM2333421v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/334/215/GCA_023334215.1_ASM2333421v1,Globisporangium cystogenes,strain=CBS 675.85,ASM2333421v1
GCA_027475725.1,GCA_027475725.1 Pythium rhizo-oryzae strain=RCB01 ASM2747572v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/475/725/GCA_027475725.1_ASM2747572v1,Pythium rhizo-oryzae,strain=RCB01,ASM2747572v1
GCA_947596155.1,GCA_947596155.1 uncultured Oligohymenophorea Oligohymenophorea sp. PL0344,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/947/596/155/GCA_947596155.1_Oligohymenophorea_sp._PL0344,uncultured Oligohymenophorea,na,Oligohymenophorea sp. PL0344
GCA_035584555.1,GCA_035584555.1 Cymathaere triplicata ASM3558455v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/035/584/555/GCA_035584555.1_ASM3558455v1,Cymathaere triplicata,na,ASM3558455v1
GCA_034768055.1,GCA_034768055.1 Saccharina latissima ecotype=South Norwegian Sea ILVO_Slat_1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/768/055/GCA_034768055.1_ILVO_Slat_1.0,Saccharina latissima,ecotype=South Norwegian Sea,ILVO_Slat_1.0
GCA_033042605.1,GCA_033042605.1 Pleurophycus gardneri ASM3304260v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/033/042/605/GCA_033042605.1_ASM3304260v1,Pleurophycus gardneri,na,ASM3304260v1
GCA_036873875.1,GCA_036873875.1 Laminaria ephemera ASM3687387v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/873/875/GCA_036873875.1_ASM3687387v1,Laminaria ephemera,na,ASM3687387v1
GCA_023213035.1,GCA_023213035.1 Cryptosporidium bovis ASM2321303v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/035/GCA_023213035.1_ASM2321303v1,Cryptosporidium bovis,na,ASM2321303v1
GCA_023213085.1,GCA_023213085.1 Cryptosporidium bovis ASM2321308v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/085/GCA_023213085.1_ASM2321308v1,Cryptosporidium bovis,na,ASM2321308v1
GCA_023213115.1,GCA_023213115.1 Cryptosporidium bovis ASM2321311v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/115/GCA_023213115.1_ASM2321311v1,Cryptosporidium bovis,na,ASM2321311v1
GCA_023213095.1,GCA_023213095.1 Cryptosporidium bovis ASM2321309v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/095/GCA_023213095.1_ASM2321309v1,Cryptosporidium bovis,na,ASM2321309v1
GCA_023213155.1,GCA_023213155.1 Cryptosporidium bovis ASM2321315v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/213/155/GCA_023213155.1_ASM2321315v1,Cryptosporidium bovis,na,ASM2321315v1
GCA_036939855.1,GCA_036939855.1 Cyclotella choctawhatcheeana strain=AJA259-04 ASM3693985v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/855/GCA_036939855.1_ASM3693985v1,Cyclotella choctawhatcheeana,strain=AJA259-04,ASM3693985v1
GCA_024220525.1,GCA_024220525.1 Cochliopodium minus ASM2422052v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/220/525/GCA_024220525.1_ASM2422052v1,Cochliopodium minus,na,ASM2422052v1
GCA_023335925.1,GCA_023335925.1 Pythium phragmitis strain=CBS 117104 ASM2333592v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/925/GCA_023335925.1_ASM2333592v1,Pythium phragmitis,strain=CBS 117104,ASM2333592v1
GCA_024586265.1,GCA_024586265.1 Babesia duncani strain=WA1 ASM2458626v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/586/265/GCA_024586265.1_ASM2458626v1,Babesia duncani,strain=WA1,ASM2458626v1
GCA_028658345.1,GCA_028658345.1 Babesia duncani Bduncani_v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/028/658/345/GCA_028658345.1_Bduncani_v1,Babesia duncani,na,Bduncani_v1
GCA_037356255.1,GCA_037356255.1 Thalassiosira tumida strain=CCMP1469 ASM3735625v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/356/255/GCA_037356255.1_ASM3735625v1,Thalassiosira tumida,strain=CCMP1469,ASM3735625v1
GCA_023338075.1,GCA_023338075.1 Phytopythium litorale strain=CBS 118360 ASM2333807v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/338/075/GCA_023338075.1_ASM2333807v1,Phytopythium litorale,strain=CBS 118360,ASM2333807v1
GCA_022984795.1,GCA_022984795.1 Fabrea salina ASM2298479v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/022/984/795/GCA_022984795.1_ASM2298479v1,Fabrea salina,na,ASM2298479v1
GCA_027972325.1,GCA_027972325.1 Paratrimastix pyriformis strain=RCP-MX PAPYR1.0,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/972/325/GCA_027972325.1_PAPYR1.0,Paratrimastix pyriformis,strain=RCP-MX,PAPYR1.0
GCA_023337825.1,GCA_023337825.1 Pythium apiculatum strain=CBS 120945 ASM2333782v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/337/825/GCA_023337825.1_ASM2333782v1,Pythium apiculatum,strain=CBS 120945,ASM2333782v1
GCA_023805665.1,GCA_023805665.1 Entodinium bursa ASM2380566v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/665/GCA_023805665.1_ASM2380566v1,Entodinium bursa,na,ASM2380566v1
GCA_023807345.1,GCA_023807345.1 Entodinium bursa ASM2380734v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/345/GCA_023807345.1_ASM2380734v1,Entodinium bursa,na,ASM2380734v1
GCA_023807005.1,GCA_023807005.1 Entodinium bursa ASM2380700v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/005/GCA_023807005.1_ASM2380700v1,Entodinium bursa,na,ASM2380700v1
GCA_023805525.1,GCA_023805525.1 Ostracodinium dentatum ASM2380552v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/525/GCA_023805525.1_ASM2380552v1,Ostracodinium dentatum,na,ASM2380552v1
GCA_023783215.1,GCA_023783215.1 Enoploplastron triloricatum ASM2378321v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/215/GCA_023783215.1_ASM2378321v1,Enoploplastron triloricatum,na,ASM2378321v1
GCA_023807245.1,GCA_023807245.1 Enoploplastron triloricatum ASM2380724v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/245/GCA_023807245.1_ASM2380724v1,Enoploplastron triloricatum,na,ASM2380724v1
GCA_023783335.1,GCA_023783335.1 Enoploplastron triloricatum ASM2378333v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/335/GCA_023783335.1_ASM2378333v1,Enoploplastron triloricatum,na,ASM2378333v1
GCA_023806975.1,GCA_023806975.1 Ophryoscolex caudatus ASM2380697v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/975/GCA_023806975.1_ASM2380697v1,Ophryoscolex caudatus,na,ASM2380697v1
GCA_023783415.1,GCA_023783415.1 Ophryoscolex caudatus ASM2378341v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/415/GCA_023783415.1_ASM2378341v1,Ophryoscolex caudatus,na,ASM2378341v1
GCA_023806795.1,GCA_023806795.1 Ophryoscolex caudatus ASM2380679v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/795/GCA_023806795.1_ASM2380679v1,Ophryoscolex caudatus,na,ASM2380679v1
GCA_023805735.1,GCA_023805735.1 Ophryoscolex caudatus ASM2380573v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/735/GCA_023805735.1_ASM2380573v1,Ophryoscolex caudatus,na,ASM2380573v1
GCA_023806825.1,GCA_023806825.1 Ophryoscolex caudatus ASM2380682v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/825/GCA_023806825.1_ASM2380682v1,Ophryoscolex caudatus,na,ASM2380682v1
GCA_023783195.1,GCA_023783195.1 Ophryoscolex caudatus ASM2378319v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/195/GCA_023783195.1_ASM2378319v1,Ophryoscolex caudatus,na,ASM2378319v1
GCA_023783395.1,GCA_023783395.1 Ophryoscolex caudatus ASM2378339v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/395/GCA_023783395.1_ASM2378339v1,Ophryoscolex caudatus,na,ASM2378339v1
GCA_023783155.1,GCA_023783155.1 Ophryoscolex caudatus ASM2378315v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/155/GCA_023783155.1_ASM2378315v1,Ophryoscolex caudatus,na,ASM2378315v1
GCA_023783275.1,GCA_023783275.1 Ophryoscolex caudatus ASM2378327v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/275/GCA_023783275.1_ASM2378327v1,Ophryoscolex caudatus,na,ASM2378327v1
GCA_023805605.1,GCA_023805605.1 Ophryoscolex caudatus ASM2380560v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/605/GCA_023805605.1_ASM2380560v1,Ophryoscolex caudatus,na,ASM2380560v1
GCA_023805685.1,GCA_023805685.1 Ostracodinium gracile ASM2380568v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/685/GCA_023805685.1_ASM2380568v1,Ostracodinium gracile,na,ASM2380568v1
GCA_023806765.1,GCA_023806765.1 Ostracodinium gracile ASM2380676v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/806/765/GCA_023806765.1_ASM2380676v1,Ostracodinium gracile,na,ASM2380676v1
GCA_023783255.1,GCA_023783255.1 Ostracodinium gracile ASM2378325v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/783/255/GCA_023783255.1_ASM2378325v1,Ostracodinium gracile,na,ASM2378325v1
GCA_023807145.1,GCA_023807145.1 Eremoplastron rostratum ASM2380714v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/807/145/GCA_023807145.1_ASM2380714v1,Eremoplastron rostratum,na,ASM2380714v1
GCA_023805755.1,GCA_023805755.1 Eremoplastron rostratum ASM2380575v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/805/755/GCA_023805755.1_ASM2380575v1,Eremoplastron rostratum,na,ASM2380575v1
GCA_030849075.1,GCA_030849075.1 Zelonia costaricensis OSU_Zcosta,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/075/GCA_030849075.1_OSU_Zcosta,Zelonia costaricensis,na,OSU_Zcosta
GCA_034640465.1,GCA_034640465.1 Zelonia costaricensis strain=IZEL/BR/89/169E ASM3464046v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/034/640/465/GCA_034640465.1_ASM3464046v1,Zelonia costaricensis,strain=IZEL/BR/89/169E,ASM3464046v1
GCA_023335655.1,GCA_023335655.1 Globisporangium spiculum strain=CBS 122645 ASM2333565v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/023/335/655/GCA_023335655.1_ASM2333565v1,Globisporangium spiculum,strain=CBS 122645,ASM2333565v1
GCA_036939355.1,GCA_036939355.1 Thalassiosira profunda strain=ECT2AJA-044 ASM3693935v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/355/GCA_036939355.1_ASM3693935v1,Thalassiosira profunda,strain=ECT2AJA-044,ASM3693935v1
GCA_937871795.1,GCA_937871795.1 uncultured Bacillariales ERR868508_bin.30_CONCOCT_v1.1_MAG,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/937/871/795/GCA_937871795.1_ERR868508_bin.30_CONCOCT_v1.1_MAG,uncultured Bacillariales,na,ERR868508_bin.30_CONCOCT_v1.1_MAG
GCA_036940135.1,GCA_036940135.1 Cyclotella atomus strain=AJA010-31 ASM3694013v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/135/GCA_036940135.1_ASM3694013v1,Cyclotella atomus,strain=AJA010-31,ASM3694013v1
GCA_036939575.1,GCA_036939575.1 Cyclotella atomus strain=WR299-11 ASM3693957v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/575/GCA_036939575.1_ASM3693957v1,Cyclotella atomus,strain=WR299-11,ASM3693957v1
GCA_036939935.1,GCA_036939935.1 Cyclotella atomus strain=AJA232-09 ASM3693993v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/935/GCA_036939935.1_ASM3693993v1,Cyclotella atomus,strain=AJA232-09,ASM3693993v1
GCA_036939455.1,GCA_036939455.1 Cyclotella distinguenda strain=AJA349-1 ASM3693945v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/455/GCA_036939455.1_ASM3693945v1,Cyclotella distinguenda,strain=AJA349-1,ASM3693945v1
GCA_036939875.1,GCA_036939875.1 Thalassiosira pacifica strain=AJA261-08 ASM3693987v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/875/GCA_036939875.1_ASM3693987v1,Thalassiosira pacifica,strain=AJA261-08,ASM3693987v1
GCA_036939675.1,GCA_036939675.1 Cyclostephanos invisitatus strain=AJA276-04 ASM3693967v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/675/GCA_036939675.1_ASM3693967v1,Cyclostephanos invisitatus,strain=AJA276-04,ASM3693967v1
GCA_036939975.1,GCA_036939975.1 Cyclostephanos tholiformis strain=AJA228-03 ASM3693997v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/975/GCA_036939975.1_ASM3693997v1,Cyclostephanos tholiformis,strain=AJA228-03,ASM3693997v1
GCA_036939795.1,GCA_036939795.1 Thalassiosira mediterranea strain=AJA257-08 ASM3693979v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/795/GCA_036939795.1_ASM3693979v1,Thalassiosira mediterranea,strain=AJA257-08,ASM3693979v1
GCA_036939735.1,GCA_036939735.1 Discostella stelligera strain=AJA275-18 ASM3693973v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/939/735/GCA_036939735.1_ASM3693973v1,Discostella stelligera,strain=AJA275-18,ASM3693973v1
GCA_000002825.3,GCA_000002825.3 Trichomonas vaginalis G3 strain=G3 ASM282v3,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/000/002/825/GCA_000002825.3_ASM282v3,Trichomonas vaginalis G3,strain=G3,ASM282v3
GCA_026262505.1,GCA_026262505.1 Trichomonas vaginalis G3 strain=G3 NYU_TvagG3_2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/026/262/505/GCA_026262505.1_NYU_TvagG3_2,Trichomonas vaginalis G3,strain=G3,NYU_TvagG3_2
GCA_024679135.1,GCA_024679135.1 Phytophthora foliorum strain=Pfoli_OSU-2014 ASM2467913v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/024/679/135/GCA_024679135.1_ASM2467913v1,Phytophthora foliorum,strain=Pfoli_OSU-2014,ASM2467913v1
GCA_032270885.1,GCA_032270885.1 Saccharina sessilis ASM3227088v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/032/270/885/GCA_032270885.1_ASM3227088v1,Saccharina sessilis,na,ASM3227088v1
GCA_964014045.1,GCA_964014045.1 Leishmania braziliensis MHOM/BR/75/M2904 strain=M2904 Leishmania_braziliensis_M2904-Dec2022,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/964/014/045/GCA_964014045.1_Leishmania_braziliensis_M2904-Dec2022,Leishmania braziliensis MHOM/BR/75/M2904,strain=M2904,Leishmania_braziliensis_M2904-Dec2022
GCA_900537975.2,GCA_900537975.2 Leishmania braziliensis MHOM/BR/75/M2904 LBRM_annotationDEFINITIVO,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/900/537/975/GCA_900537975.2_LBRM_annotationDEFINITIVO,Leishmania braziliensis MHOM/BR/75/M2904,na,LBRM_annotationDEFINITIVO
GCA_037356215.1,GCA_037356215.1 Thalassiosira gravida strain=AJA262-17 ASM3735621v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/037/356/215/GCA_037356215.1_ASM3735621v1,Thalassiosira gravida,strain=AJA262-17,ASM3735621v1
GCA_030849805.1,GCA_030849805.1 Sergeia podlipaevii OSU_Spodl,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/030/849/805/GCA_030849805.1_OSU_Spodl,Sergeia podlipaevii,na,OSU_Spodl
GCA_027406445.1,GCA_027406445.1 Blastocystis sp. subtype 8 ASM2740644v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/445/GCA_027406445.1_ASM2740644v1,Blastocystis sp. subtype 8,na,ASM2740644v1
GCA_027406425.1,GCA_027406425.1 Blastocystis sp. subtype 8 ASM2740642v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/027/406/425/GCA_027406425.1_ASM2740642v1,Blastocystis sp. subtype 8,na,ASM2740642v1
GCA_036940065.1,GCA_036940065.1 Cyclotella cf. meneghiniana strain=AJA164-11 ASM3694006v1,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/036/940/065/GCA_036940065.1_ASM3694006v1,Cyclotella cf. meneghiniana,strain=AJA164-11,ASM3694006v1
GCA_935751615.1,GCA_935751615.1 uncultured Blastocystis sp. ERR7745412_bin.2,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/935/751/615/GCA_935751615.1_ERR7745412_bin.2,uncultured Blastocystis sp.,na,ERR7745412_bin.2
GCA_935751105.1,GCA_935751105.1 uncultured Blastocystis sp. ERR7738582_bin.383,https://ftp.ncbi.nlm.nih.gov/genomes/all/GCA/935/751/105/GCA_935751105.1_ERR7738582_bin.383,uncultured Blastocystis sp.,na,ERR7738582_bin.383
